Word		Original_feature		Predicted_feature
यह		sg		sg
राशि		sg		sg
हरित		sg		any
क्रांति		sg		sg
में		UNK		UNK
विशेष		any		any
भूमिका		sg		sg
के		UNK		UNK
लिए		UNK		UNK
दी		sg		sg
गई		sg		sg
है		sg		sg
।		UNK		UNK
कोलकाता		sg		sg
,		UNK		UNK
मद्रास		sg		sg
व		UNK		UNK
मुंबई		sg		sg
विश्वविद्यालय		sg		sg
को		UNK		UNK
विशिष्ट		any		any
अनुसंधान		sg		sg
विभाग		sg		sg
की		sg		sg
स्थापना		sg		sg
के		UNK		UNK
लिए		UNK		UNK
50		any		any
-		UNK		UNK
50		any		any
करोड़		any		any
रुपये		pl		pl
दिए		pl		pl
जाएँगे		pl		pl
।		UNK		UNK
नेशनल		any		any
कांफ्रेंस		sg		sg
नेता		sg		sg
और		UNK		UNK
पूर्व		any		any
केंद्रीय		any		any
मंत्री		sg		sg
उमर		sg		sg
अब्दुल्ला		sg		sg
ने		UNK		UNK
बुधवार		sg		sg
को		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
वह		sg		sg
कश्मीर		sg		sg
की		sg		sg
स्वायत्तता		sg		sg
के		sg		sg
मसले		sg		sg
पर		UNK		UNK
जल्द		UNK		UNK
ही		UNK		UNK
एक		any		any
प्रतिनिधिमंडल		sg		sg
के		UNK		UNK
साथ		sg		sg
प्रधानमंत्री		sg		sg
,		UNK		UNK
यूपीए		sg		sg
अध्यक्ष		sg		sg
और		UNK		UNK
वाम		sg		sg
दलों		pl		pl
के		pl		pl
नेताओं		pl		pl
से		UNK		UNK
मुलाकात		sg		sg
करेंगे		sg		pl
।		UNK		UNK
उमर		sg		sg
ने		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
जम्मू		sg		sg
कश्मीर		sg		sg
को		UNK		UNK
अधिक		UNK		UNK
स्वायत्तता		sg		sg
देने		sg		sg
के		sg		sg
मसले		sg		sg
पर		UNK		UNK
वह		sg		sg
एक		any		any
प्रतिनिधिमंडल		sg		sg
के		UNK		UNK
साथ		sg		sg
प्रधानमंत्री		sg		sg
मनमोहन		sg		sg
सिंह		sg		sg
व		UNK		UNK
यूपीए		sg		sg
अध्यक्ष		sg		sg
सोनिया		sg		sg
गांधी		sg		sg
से		UNK		UNK
मिलेंगे		sg		pl
।		UNK		UNK
उमर		sg		sg
पाकिस्तानी		any		any
प्रधानमंत्री		sg		sg
शौकत		sg		sg
अजीज		sg		sg
के		UNK		UNK
लिए		UNK		UNK
आयोजित		any		any
लंच		sg		sg
में		UNK		UNK
शिरकत		sg		sg
करने		sg		sg
के		UNK		UNK
बाद		sg		sg
पत्रकारों		pl		pl
से		UNK		UNK
बातचीत		sg		sg
कर		sg		pl
रहे		sg		pl
थे		sg		pl
।		UNK		UNK
गृह		sg		sg
मंत्री		sg		sg
शिवराज		sg		sg
पाटिल		sg		sg
द्वारा		UNK		UNK
हाल		sg		sg
में		UNK		UNK
ही		UNK		UNK
प्रधानमंत्री		sg		sg
को		UNK		UNK
सौंपी		sg		sg
रिपोर्ट		sg		sg
पर		UNK		UNK
उन्होंने		sg		sg
कहा		sg		sg
कि		UNK		UNK
वह		sg		sg
इसके		sg		sg
लिए		UNK		UNK
ब्लू		sg		sg
प्रिंट		sg		sg
तैयार		any		any
कर		sg		pl
चुके		sg		pl
हैं		sg		pl
।		UNK		UNK
NULL		UNK		UNK
गौरतलब		any		any
है		sg		sg
कि		UNK		UNK
पाटिल		sg		sg
ने		UNK		UNK
अपनी		any		any
रिपोर्ट		sg		sg
में		UNK		UNK
कहा		sg		sg
था		sg		sg
कि		UNK		UNK
जम्मू		sg		sg
कश्मीर		sg		sg
को		UNK		UNK
अधिक		UNK		UNK
स्वायत्तता		sg		sg
देने		sg		sg
के		sg		sg
मसले		sg		sg
पर		UNK		UNK
समीक्षा		sg		sg
और		UNK		UNK
बहस		sg		sg
की		sg		sg
जरूरत		sg		sg
है		sg		sg
।		UNK		UNK
इसके		sg		sg
अलावा		UNK		UNK
उमर		sg		sg
ने		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
नेशनल		any		any
कांफ्रेंस		sg		sg
संसद		sg		sg
के		sg		sg
अगले		sg		sg
सत्र		sg		sg
में		UNK		UNK
प्राइवेट		any		sg
मेम्बर		sg		sg
बिल		sg		sg
लाने		any		any
पर		UNK		UNK
विचार		sg		sg
कर		sg		sg
रही		sg		sg
है		sg		sg
।		UNK		UNK
उन्होंने		sg		sg
कहा		sg		sg
कि		UNK		UNK
इस		sg		sg
बारे		UNK		UNK
में		UNK		UNK
पार्टी		sg		sg
नेताओं		pl		pl
से		UNK		UNK
बातचीत		sg		sg
की		sg		sg
जा		any		any
रही		sg		sg
है		sg		sg
।		UNK		UNK
केंद्रीय		any		any
कृषि		sg		sg
मंत्री		sg		sg
शरद		sg		sg
पवार		sg		sg
ने		UNK		UNK
लोगों		pl		pl
से		UNK		UNK
जमकर		UNK		UNK
चिकन		sg		sg
खाने		sg		sg
का		sg		sg
आह्वान		sg		sg
किया		sg		sg
है		sg		sg
।		UNK		UNK
उन्होंने		sg		sg
कहा		sg		sg
कि		UNK		UNK
बर्ड		sg		sg
फ्लू		sg		sg
के		UNK		UNK
कारण		UNK		UNK
खौफ		sg		sg
का		sg		sg
जो		sg		sg
माहौल		sg		sg
बना		sg		sg
,		UNK		UNK
NULL		UNK		UNK
उसके		sg		sg
परिणामस्वरूप		UNK		UNK
पोल्ट्री		sg		sg
उद्योग		sg		sg
पर		UNK		UNK
प्रतिकूल		any		any
प्रभाव		sg		sg
पड़ा		sg		sg
है		sg		sg
।		UNK		UNK
लेकिन		UNK		UNK
,		UNK		UNK
अधिकारियों		pl		pl
के		UNK		UNK
सामने		sg		sg
सबसे		UNK		UNK
बड़ी		sg		sg
चुनौती		sg		sg
यह		sg		sg
है		sg		sg
कि		UNK		UNK
वर्षों		pl		pl
से		UNK		UNK
जमे		sg		pl
हुए		sg		pl
मुर्गों		pl		pl
के		sg		sg
मल		sg		sg
को		UNK		UNK
कैसे		UNK		UNK
साफ		any		any
किया		sg		sg
जाए		sg		sg
।		UNK		UNK
बर्ड		sg		sg
फ्लू		sg		sg
से		UNK		UNK
निपटने		any		any
के		UNK		UNK
लिए		UNK		UNK
इंडियन		any		any
कॉउंसिल		sg		sg
ऑफ		UNK		UNK
मेडिकल		any		any
रिसर्च		sg		sg
(		UNK		UNK
आईसीएमआर		sg		sg
)		UNK		UNK
देश		sg		sg
में		UNK		UNK
चार		any		any
बायो		sg		any
सेफ्टी		sg		sg
लेवल		sg		UNK
-		UNK		UNK
3		sg		sg
(		UNK		UNK
बीएसएल		sg		sg
-		UNK		UNK
3		sg		sg
)		UNK		UNK
प्रयोगशाला		sg		sg
बना		sg		sg
रहा		sg		sg
है		sg		sg
।		UNK		UNK
विश्व		sg		sg
स्वास्थ्य		sg		sg
संगठन		sg		sg
के		sg		sg
एक		any		any
वरिष्ठ		any		any
अधिकारी		sg		sg
का		sg		sg
मानना		any		any
है		sg		sg
कि		UNK		UNK
प्रवासी		any		sg
पक्षी		pl		sg
बर्ड		sg		sg
फ्लू		sg		sg
का		sg		sg
कारण		sg		sg
हो		pl		pl
सकते		pl		pl
हैं		pl		pl
।		UNK		UNK
हालांकि		UNK		UNK
अभी		UNK		UNK
इसके		sg		sg
वास्तविक		any		any
कारणों		pl		pl
का		sg		sg
कोई		sg		sg
पता		sg		sg
नहीं		UNK		UNK
चल		sg		sg
पाया		sg		sg
है		sg		sg
।		UNK		UNK
लातूर		sg		sg
में		UNK		UNK
रविवार		sg		sg
को		UNK		UNK
अखिल		sg		any
भारतीय		any		any
कृषि		sg		sg
,		UNK		UNK
मवेशी		sg		sg
और		UNK		UNK
दुग्ध		sg		any
विकास		sg		sg
प्रदर्शनी		sg		sg
का		sg		sg
उद्घाटन		sg		sg
करते		sg		sg
हुए		sg		sg
शरद		sg		sg
पवार		sg		sg
ने		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
टीवी		sg		sg
चैनलों		pl		pl
पर		UNK		UNK
बर्ड		sg		sg
फ्लू		sg		sg
की		pl		sg
खबरें		pl		pl
देखने		sg		sg
के		UNK		UNK
बाद		sg		sg
हमने		pl		sg
चिकन		pl		sg
और		UNK		UNK
अंडे		pl		sg
खाने		any		any
बंद		any		any
कर		pl		sg
दिए		pl		pl
।		UNK		UNK
यहाँ		UNK		UNK
तक		UNK		UNK
कि		UNK		UNK
पार्लियामेंट		sg		sg
कैंटीन		sg		sg
में		UNK		UNK
भी		UNK		UNK
चिकन		sg		sg
पर		UNK		UNK
पाबंदी		sg		sg
लग		sg		sg
गई		sg		sg
।		UNK		UNK
इसके		sg		sg
बाद		sg		sg
रेलों		pl		pl
,		UNK		UNK
विमानों		pl		pl
और		UNK		UNK
सेना		sg		sg
में		UNK		UNK
चिकन		sg		sg
पर		UNK		UNK
पाबंदी		sg		sg
लग		sg		sg
गई		sg		sg
।		UNK		UNK
उन्होंने		sg		sg
आगे		sg		sg
कहा		sg		sg
कि		UNK		UNK
शाकाहारी		pl		any
बेशक़		UNK		sg
शाक		sg		sg
-		UNK		UNK
सब्जी		sg		sg
अथवा		UNK		UNK
घास		sg		sg
खाएँ		pl		pl
।		UNK		UNK
उन्होंने		sg		pl
लोगों		pl		pl
का		sg		sg
आह्वान		sg		sg
किया		sg		sg
कि		UNK		UNK
वे		pl		pl
जमकर		UNK		UNK
चिकन		sg		sg
खाएँ		pl		pl
।		UNK		UNK
मगर		UNK		UNK
अब		UNK		UNK
हमारे		pl		pl
सामने		sg		sg
बहुत		UNK		UNK
ही		UNK		UNK
मुश्किल		any		any
काम		sg		sg
है		sg		sg
कि		UNK		UNK
वर्षों		pl		pl
से		UNK		UNK
जमे		sg		pl
पक्षियों		pl		pl
के		sg		sg
मल		sg		sg
को		UNK		UNK
कैसे		UNK		UNK
साफ		any		any
किया		sg		sg
जाए		sg		sg
उन्होंने		sg		sg
बताया		sg		sg
कि		UNK		UNK
सूरत		sg		sg
में		UNK		UNK
बर्ड		sg		sg
फ्लू		sg		sg
फैलने		sg		sg
की		sg		sg
आशंका		sg		sg
के		UNK		UNK
मद्देनजर		UNK		UNK
राज्य		sg		sg
पशुपालन		sg		sg
विभाग		sg		sg
80		any		any
हजार		any		any
पोल्ट्री		sg		sg
चिकन		sg		sg
को		UNK		UNK
मार		sg		sg
चुका		sg		sg
है		sg		sg
और		UNK		UNK
हजारों		pl		pl
अंडों		pl		pl
को		UNK		UNK
भी		UNK		UNK
नष्ट		any		any
कर		sg		sg
चुका		sg		sg
है		sg		sg
।		UNK		UNK
उन्होंने		sg		sg
आगे		sg		sg
कहा		sg		sg
कि		UNK		UNK
'		UNK		UNK
फिलहाल		UNK		UNK
जरूरत		sg		sg
इस		sg		sg
बात		sg		sg
की		sg		sg
है		sg		sg
कि		UNK		UNK
जिस		sg		sg
जगह		sg		sg
टेमीफ्लू		sg		sg
की		sg		sg
आवश्यकता		sg		sg
है		sg		sg
वहाँ		UNK		UNK
इसे		sg		sg
कैसे		UNK		UNK
उपलब्ध		any		any
कराया		sg		sg
जाए		sg		sg
।		UNK		UNK
इसके		sg		sg
अलावा		UNK		UNK
यह		sg		sg
सुनिश्चित		any		any
करने		sg		sg
की		sg		sg
भी		UNK		UNK
जरूरत		sg		sg
है		sg		sg
कि		UNK		UNK
इस		sg		sg
दवा		sg		sg
का		sg		sg
दुरुपयोग		sg		sg
न		UNK		UNK
होने		sg		sg
पाए		sg		pl
।		UNK		UNK
'		UNK		UNK
इंडियन		any		any
काउंसिल		sg		sg
ऑफ		UNK		UNK
मेडिकल		any		any
रिसर्च		sg		sg
(		UNK		UNK
आईसीएमआर		sg		sg
)		UNK		UNK
के		sg		sg
महानिदेशक		sg		sg
एन.		sg		sg
के.		sg		sg
गांगुली		sg		sg
ने		UNK		UNK
बताया		sg		sg
कि		UNK		UNK
दिल्ली		sg		sg
,		UNK		UNK
चेन्नई		sg		sg
,		UNK		UNK
कोलकाता		sg		sg
और		UNK		UNK
पुणे		sg		sg
में		UNK		UNK
बायो		sg		any
सेफ्टी		sg		sg
लेवल		sg		UNK
-		UNK		UNK
3		sg		any
लैबोरेटरी		pl		sg
बनायीं		pl		pl
जाएँगीं		pl		pl
।		UNK		UNK
बिहार		sg		sg
के		sg		sg
महिला		sg		sg
आयोग		sg		sg
ने		UNK		UNK
बॉलीवुड		sg		sg
गायक		sg		sg
उदित		sg		any
नारायण		sg		sg
की		sg		sg
पहली		sg		sg
पत्नी		sg		sg
होने		sg		sg
का		sg		sg
दावा		sg		sg
करने		sg		sg
वाली		sg		sg
महिला		sg		sg
की		sg		sg
शिकायत		sg		sg
पर		UNK		UNK
उन्हें		sg		sg
सोमवार		sg		sg
को		UNK		UNK
सम्मन		sg		sg
भेजा		sg		sg
है		sg		sg
।		UNK		UNK
राज्य		sg		sg
के		sg		sg
महिला		sg		sg
आयोग		sg		sg
की		sg		sg
अध्यक्ष		sg		sg
मंजू		sg		sg
प्रकाश		sg		sg
ने		UNK		UNK
उदित		sg		any
नारायण		sg		sg
को		UNK		UNK
यह		sg		sg
नोटिस		sg		sg
उनके		sg		sg
मुंबई		sg		sg
के		sg		sg
पते		sg		sg
पर		UNK		UNK
भेजा		sg		sg
है		sg		sg
।		UNK		UNK
उन्होंने		sg		sg
कहा		sg		sg
कि		UNK		UNK
पहली		sg		sg
पत्नी		sg		sg
होने		sg		sg
का		sg		sg
दावा		sg		sg
करने		sg		sg
वाली		sg		sg
रंजना		sg		sg
नारायण		sg		sg
की		sg		sg
शिकायत		sg		sg
के		sg		sg
आधार		sg		sg
पर		UNK		UNK
उन्होंने		sg		sg
पंद्रह		any		any
दिन		sg		sg
के		UNK		UNK
अंदर		sg		sg
अपना		sg		sg
स्पष्टीकरण		sg		sg
देने		any		any
के		UNK		UNK
लिए		UNK		UNK
कहा		sg		sg
है		sg		sg
।		UNK		UNK
आयोग		sg		sg
ने		UNK		UNK
शनिवार		sg		sg
को		UNK		UNK
रंजना		sg		sg
की		sg		sg
शिकायत		sg		sg
को		UNK		UNK
प्रथम		any		any
दृष्टया		sg		sg
सही		any		any
पाया		sg		sg
था		sg		sg
।		UNK		UNK
मंजू		sg		sg
प्रकाश		sg		sg
ने		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
बैंक		sg		sg
की		sg		sg
पासबुक		sg		sg
,		UNK		UNK
राशन		sg		sg
कार्ड		sg		sg
और		UNK		UNK
अन्य		any		any
परिस्थितिजन्य		any		any
साक्ष्यों		pl		pl
को		UNK		UNK
देखते		sg		sg
हुए		sg		sg
लगता		sg		sg
है		sg		sg
कि		UNK		UNK
गायक		sg		sg
उदित		sg		any
नारायण		sg		sg
की		sg		sg
रंजना		sg		sg
से		UNK		UNK
शादी		sg		sg
हुई		sg		sg
थी		sg		sg
।		UNK		UNK
उन्होंने		sg		sg
कहा		sg		sg
कि		UNK		UNK
आयोग		sg		sg
इस		sg		sg
मामले		sg		sg
में		UNK		UNK
अब		UNK		UNK
कानूनी		any		any
कार्रवाई		sg		sg
करेगा		sg		sg
।		UNK		UNK
रंजना		sg		sg
चाहती		sg		sg
हैं		sg		pl
कि		UNK		UNK
उदित		sg		any
उन्हें		sg		sg
उनका		sg		sg
हक		sg		sg
दें		sg		pl
।		UNK		UNK
वे		sg		sg
काफी		UNK		UNK
समय		sg		sg
से		UNK		UNK
उदित		sg		sg
से		UNK		UNK
अलग		any		any
रह		sg		pl
रही		sg		pl
हैं		sg		pl
।		UNK		UNK
बिहार		sg		sg
विधानसभा		sg		sg
में		UNK		UNK
राजग		sg		sg
की		sg		sg
जीत		sg		sg
के		UNK		UNK
बाद		sg		sg
गठबंधन		sg		sg
के		sg		sg
मुख्यमंत्री		sg		sg
पद		sg		sg
के		sg		sg
दावेदार		sg		any
नितीश		sg		sg
कुमार		sg		sg
ने		UNK		UNK
कहा		sg		sg
है		sg		sg
कि		UNK		UNK
सुशासन		sg		sg
और		UNK		UNK
बिहार		sg		sg
को		UNK		UNK
विकास		sg		sg
की		sg		sg
पटरी		sg		sg
पर		UNK		UNK
लाना		any		any
उनकी		sg		sg
प्राथमिकता		sg		sg
होगी		sg		sg
।		UNK		UNK
उन्होंने		sg		sg
कहा		sg		sg
कि		UNK		UNK
वह		sg		sg
मुख्यमंत्री		sg		sg
के		UNK		UNK
रूप		UNK		UNK
में		UNK		UNK
बदले		sg		sg
की		sg		sg
भावना		sg		sg
से		UNK		UNK
काम		sg		sg
नहीं		UNK		UNK
करेंगे		sg		pl
,		UNK		UNK
बल्कि		UNK		UNK
सभी		pl		pl
को		UNK		UNK
साथ		sg		sg
लेकर		any		any
चलने		sg		sg
की		sg		sg
कोशिश		sg		sg
करेंगे		sg		pl
।		UNK		UNK
उन्होंने		sg		sg
कहा		sg		sg
कि		UNK		UNK
उनकी		sg		sg
पार्टी		sg		sg
एक		any		any
जिम्मेदार		any		any
विपक्ष		sg		sg
की		sg		sg
भूमिका		sg		sg
निभाएगी		sg		sg
।		UNK		UNK
लालू		sg		sg
ने		UNK		UNK
राजग		sg		sg
की		sg		sg
जीत		sg		sg
पर		UNK		UNK
बधाई		sg		sg
देते		sg		sg
हुए		sg		sg
नितीश		sg		sg
कुमार		sg		sg
को		UNK		UNK
अपने		any		any
छोटे		sg		sg
भाई		sg		sg
जैसा		sg		sg
और		UNK		UNK
एक		any		any
अच्छा		sg		sg
आदमी		sg		sg
बताया		sg		sg
।		UNK		UNK
नितीश		sg		sg
ने		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
जनता		sg		sg
ने		UNK		UNK
परिवर्तन		sg		sg
और		UNK		UNK
सुशासन		sg		sg
के		UNK		UNK
लिए		UNK		UNK
वोट		sg		sg
दिया		sg		sg
है		sg		sg
।		UNK		UNK
बिहार		sg		sg
के		sg		sg
विकास		sg		sg
की		sg		sg
गाड़ी		sg		sg
पटरी		sg		sg
से		UNK		UNK
उतर		sg		sg
गई		sg		sg
थी		sg		sg
,		UNK		UNK
NULL		UNK		UNK
उसे		sg		sg
अब		UNK		UNK
वापस		any		any
पटरी		sg		sg
पर		UNK		UNK
लाना		sg		sg
है		sg		sg
।		UNK		UNK
हालांकि		UNK		UNK
आपराधिक		any		any
छवि		sg		sg
वाले		pl		pl
विधायकों		pl		pl
को		UNK		UNK
मंत्री		sg		sg
न		UNK		UNK
बनाने		sg		sg
का		sg		sg
अपना		sg		sg
वादा		sg		sg
उन्होंने		sg		sg
आज		sg		sg
दोहराने		any		sg
से		UNK		UNK
परहेज		sg		sg
किया		sg		sg
।		UNK		UNK
इस		sg		sg
बारे		UNK		UNK
में		UNK		UNK
पूछे		sg		pl
गए		sg		sg
सवाल		sg		sg
को		UNK		UNK
टालते		sg		sg
हुए		sg		sg
उन्होंने		sg		sg
कहा		sg		sg
,		UNK		UNK
'		UNK		UNK
अभी		UNK		UNK
तो		UNK		UNK
बहुत		UNK		UNK
सी		pl		any
चीजें		pl		pl
तय		any		any
होनी		any		any
बाकी		any		any
हैं		pl		pl
।		UNK		UNK
कब		UNK		UNK
सरकार		sg		sg
बनानी		sg		sg
है		sg		sg
और		UNK		UNK
इसका		sg		sg
साइज		sg		sg
क्या		UNK		UNK
होगा		sg		sg
निष्पक्ष		any		any
और		UNK		UNK
शांतिपूर्ण		any		any
चुनाव		sg		sg
करवाने		any		any
के		UNK		UNK
लिए		UNK		UNK
उन्होंने		sg		sg
चुनाव		sg		sg
आयोग		sg		sg
को		UNK		UNK
भी		UNK		UNK
बधाई		sg		sg
देते		sg		sg
हुए		sg		sg
कहा		sg		sg
कि		UNK		UNK
आयोग		sg		sg
ने		UNK		UNK
बिहारवासियों		pl		pl
का		sg		sg
दिल		sg		sg
जीत		sg		sg
लिया		sg		sg
।		UNK		UNK
मुसलमानों		pl		pl
की		sg		sg
आशंका		sg		sg
दूर		sg		sg
करने		sg		any
के		sg		sg
इरादे		sg		sg
से		UNK		UNK
उन्होंने		sg		sg
कहा		sg		sg
,		UNK		UNK
'		UNK		UNK
नई		sg		sg
सरकार		sg		sg
राज्य		sg		sg
के		sg		pl
सभी		UNK		UNK
वर्गों		pl		pl
-		UNK		UNK
हिंदू		sg		sg
,		UNK		UNK
मुसलमान		sg		sg
,		UNK		UNK
दलित		sg		sg
,		UNK		UNK
ईसाई		sg		sg
,		UNK		UNK
अगले		sg		sg
,		UNK		UNK
पिछड़े		sg		sg
,		UNK		UNK
नर		sg		UNK
,		UNK		UNK
NULL		UNK		UNK
नारी		sg		any
सब		pl		sg
के		UNK		UNK
लिए		UNK		UNK
काम		sg		sg
करेगी		sg		sg
वहीं		UNK		UNK
लालू		sg		sg
प्रसाद		sg		sg
ने		UNK		UNK
पटना		sg		sg
में		UNK		UNK
राजद		sg		sg
के		UNK		UNK
खिलाफ		UNK		UNK
जनमत		sg		sg
को		UNK		UNK
स्वीकार		sg		sg
करते		sg		sg
हुए		sg		sg
राजग		sg		sg
पर		UNK		UNK
लोगों		pl		pl
को		UNK		UNK
बेवकूफ		any		any
बनाने		sg		sg
का		sg		sg
इल्जाम		sg		sg
लगाया		sg		sg
।		UNK		UNK
लालू		sg		sg
प्रसाद		sg		sg
ने		UNK		UNK
संवाददाताओं		pl		pl
से		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
खासकर		UNK		UNK
पिछड़े		pl		sg
तबके		pl		sg
,		UNK		UNK
दलित		any		any
वर्ग		sg		sg
और		UNK		UNK
अल्पसंख्यकों		pl		pl
को		UNK		UNK
राजग		sg		sg
ने		UNK		UNK
यह		sg		sg
कह		any		any
कर		any		any
गुमराह		any		sg
किया		sg		sg
कि		UNK		UNK
राज्य		sg		sg
में		UNK		UNK
जितनी		any		pl
भी		UNK		UNK
खामियां		pl		pl
हैं		pl		pl
उसका		sg		sg
जिम्मेदार		any		any
उनका		sg		sg
१५		any		any
साल		sg		sg
का		sg		sg
शासन		sg		sg
है		sg		sg
।		UNK		UNK
उन्होंने		sg		sg
कहा		sg		sg
कि		UNK		UNK
जो		any		sg
लोग		pl		pl
राजद		sg		sg
की		sg		sg
हार		sg		sg
का		sg		sg
जश्न		sg		sg
मना		pl		pl
रहे		pl		pl
हैं		pl		pl
उन्हें		pl		pl
जल्द		UNK		UNK
ही		UNK		UNK
अपनी		any		any
गलती		sg		sg
का		sg		sg
अहसास		sg		sg
होगा		sg		sg
।		UNK		UNK
उन्हें		sg		sg
यकीन		sg		any
है		sg		sg
कि		UNK		UNK
राजग		sg		sg
लोगों		pl		pl
से		UNK		UNK
किए		sg		pl
वादे		sg		sg
को		UNK		UNK
पूरा		sg		sg
नहीं		UNK		UNK
कर		sg		sg
सकेगा		sg		sg
।		UNK		UNK
वह		sg		sg
अपनी		any		any
वापसी		sg		sg
के		sg		UNK
समय		sg		UNK
का		sg		sg
इंतजार		sg		sg
करेंगे		sg		pl
।		UNK		UNK
रेल		sg		sg
मंत्री		sg		sg
लालू		sg		sg
ने		UNK		UNK
अपने		any		any
कैबिनेट		sg		sg
सहयोगियों		pl		pl
और		UNK		UNK
लोजपा		sg		sg
अध्यक्ष		sg		sg
रामविलास		sg		sg
पासवान		sg		sg
को		UNK		UNK
आलोचना		sg		sg
से		UNK		UNK
बख्श्ते		sg		sg
हुए		sg		sg
कहा		sg		sg
कि		UNK		UNK
उनके		sg		sg
मन		sg		sg
में		UNK		UNK
किसी		sg		sg
के		UNK		UNK
प्रति		UNK		UNK
कोई		sg		sg
खटास		sg		sg
नहीं		UNK		UNK
है		sg		sg
।		UNK		UNK
लालू		sg		sg
ने		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
राजनीति		sg		sg
में		UNK		UNK
हार		sg		sg
-		UNK		UNK
जीत		sg		sg
होती		sg		sg
रहती		sg		sg
है		sg		sg
।		UNK		UNK
कमेटी		sg		sg
ने		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
वह		sg		sg
श्री		sg		sg
अमरनाथ		sg		sg
मंदिर		sg		sg
बोर्ड		sg		sg
की		sg		sg
इस		sg		sg
बात		sg		sg
का		sg		sg
समर्थन		sg		sg
भी		UNK		UNK
करेगी		sg		sg
कि		UNK		UNK
यात्रा		sg		sg
की		sg		sg
अवधि		sg		sg
दो		any		any
महीने		sg		sg
तक		UNK		UNK
बढ़ा		sg		sg
दी		sg		sg
जाए		sg		sg
।		UNK		UNK
कमेटी		sg		sg
के		sg		sg
अध्यक्ष		sg		sg
रमाकांत		sg		sg
दुबे		sg		sg
ने		UNK		UNK
बताया		sg		sg
कि		UNK		UNK
पवित्र		any		sg
गुफा		sg		sg
में		UNK		UNK
श्रद्धालुओं		pl		pl
का		sg		sg
जाना		any		sg
2		sg		sg
जुलाई		sg		sg
से		UNK		UNK
शुरू		sg		sg
किया		sg		sg
जा		any		any
रहा		sg		sg
है		sg		sg
और		UNK		UNK
अगर		UNK		UNK
राज्य		sg		sg
सरकार		sg		sg
इसे		sg		sg
रोकने		sg		sg
का		sg		sg
प्रयास		sg		sg
करेगी		sg		sg
तो		UNK		UNK
संघर्ष		sg		sg
किया		sg		sg
जाएगा		sg		sg
।		UNK		UNK
दुबे		sg		sg
ने		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
बिना		UNK		UNK
कमेटी		sg		sg
से		UNK		UNK
पूछे		sg		sg
सरकार		sg		sg
ने		UNK		UNK
किस		UNK		UNK
आधार		sg		sg
पर		UNK		UNK
यात्रा		sg		sg
अवधि		sg		sg
बढ़ाने		sg		sg
का		sg		sg
फैसला		sg		sg
किया		sg		sg
है		sg		sg
,		UNK		UNK
NULL		UNK		UNK
यह		sg		sg
उनकी		sg		sg
समझ		sg		sg
से		UNK		UNK
परे		UNK		sg
है		sg		sg
।		UNK		UNK
देश		sg		sg
के		pl		pl
सात		any		any
बेहतरीन		any		any
संस्थानों		pl		pl
को		UNK		UNK
उन्नत		any		any
रूप		sg		sg
देकर		any		any
भारतीय		any		any
प्रौद्योगिकी		sg		any
संस्थानों		pl		pl
(		UNK		UNK
आईआईटी		sg		sg
)		UNK		UNK
के		UNK		UNK
समकक्ष		UNK		any
बनाने		any		any
के		UNK		UNK
लिए		UNK		UNK
सरकार		sg		sg
विशेषज्ञ		any		sg
समिति		sg		sg
की		sg		sg
रिपोर्ट		sg		sg
का		sg		sg
इंतजार		sg		sg
कर		sg		sg
रही		sg		sg
है		sg		sg
।		UNK		UNK
इस		sg		sg
मामले		sg		sg
में		UNK		UNK
'		UNK		UNK
विजन		sg		sg
डॉक्यूमेंट		sg		sg
'		UNK		UNK
के		sg		sg
अध्ययन		sg		sg
के		UNK		UNK
लिए		UNK		UNK
विशेषज्ञ		sg		sg
समिति		sg		sg
गठित		any		any
की		sg		sg
गयी		sg		sg
थी		sg		sg
।		UNK		UNK
मानव		sg		sg
संसाधन		sg		sg
विकास		sg		sg
मंत्रालय		sg		sg
के		pl		pl
सूत्रों		pl		pl
के		UNK		UNK
मुताबिक		UNK		UNK
विशेषज्ञ		sg		sg
समिति		sg		sg
की		sg		sg
रिपोर्ट		sg		sg
अगले		sg		sg
महीने		sg		sg
आने		sg		sg
की		sg		sg
उम्मीद		sg		sg
है		sg		sg
और		UNK		UNK
रिपोर्ट		sg		sg
की		pl		pl
सिफारिशों		pl		pl
के		sg		sg
आधार		sg		sg
पर		UNK		UNK
आगे		sg		sg
की		sg		sg
योजना		sg		sg
बनेगी		sg		sg
।		UNK		UNK
प्रोफेसर		sg		sg
एम.		sg		sg
आनंद		sg		sg
कृष्णन्		sg		sg
की		sg		sg
अध्यक्षता		sg		sg
में		UNK		UNK
गठित		any		any
समिति		sg		sg
को		UNK		UNK
सात		any		any
संस्थानों		pl		pl
द्वारा		UNK		UNK
सौंपे		sg		sg
गए		sg		sg
विजन		sg		sg
डॉक्यूमेंट		sg		sg
के		sg		sg
